filename,width,height,class,xmin,ymin,xmax,ymax
V006_77_1_07_04_01_13_1_3321w_20201229_119.jpg,4032,3024,graymold,844,412,2852,2388
V006_77_1_07_04_01_13_2_1886w_20201209_30.jpg,2064,1548,graymold,1027,621,1670,1104
V006_77_1_07_04_01_13_2_3108w_20201118_2.jpg,4032,1908,graymold,851,3,2263,1699
V006_77_1_07_04_01_13_2_3108w_20201210_33.jpg,4032,1908,graymold,1199,272,2374,1402
V006_77_1_07_04_01_13_2_3248b_20201202_21.jpg,2064,1548,graymold,1096,673,1696,1215
V006_77_1_07_04_01_13_2_4660w_20201202_23.jpg,2064,1548,graymold,1007,772,1562,1110
V006_77_1_07_04_01_13_3_1886w_20201202_19.jpg,4032,3024,graymold,1212,1104,2376,2412
V006_77_1_07_04_01_13_3_1886w_20201202_22.jpg,4032,3024,graymold,1384,804,2336,1540
V006_77_1_07_04_01_13_3_1886w_20201209_24.jpg,4032,3024,graymold,1868,1172,2764,1840
V006_77_1_07_04_01_13_3_1886w_20201209_25.jpg,4032,3024,graymold,1120,1164,2528,2312
V006_77_1_07_04_01_13_3_1886w_20201209_26.jpg,4032,1908,graymold,2095,613,3041,1456
V006_77_1_07_04_01_13_3_1886w_20201209_27.jpg,4032,1908,graymold,1893,457,2870,1511
V006_77_1_07_04_01_13_3_1886w_20201209_31.jpg,4032,1908,graymold,1324,582,2398,1411
V006_77_1_07_04_01_13_3_1886w_20201214_43.jpg,2064,1548,graymold,1102,637,1397,866
V006_77_1_07_04_01_13_3_1886w_20201216_51.jpg,4032,1908,graymold,1425,328,2979,1848
V006_77_1_07_04_01_13_3_1886w_20201222_63.jpg,2064,1548,graymold,473,172,919,623
V006_77_1_07_04_01_13_3_2653w_20201126_15.jpg,4032,1908,graymold,1884,603,2612,1385
V006_77_1_07_04_01_13_3_2653w_20201126_16.jpg,2064,1548,graymold,954,558,1534,1081
V006_77_1_07_04_01_13_3_2653w_20201202_18.jpg,4032,1908,graymold,2099,1147,2936,1737
V006_77_1_07_04_01_13_3_2653w_20201202_19.jpg,2064,1548,graymold,1072,526,1341,798
V006_77_1_07_04_01_13_3_2653w_20201202_21.jpg,4032,1908,graymold,2347,631,3406,1611
V006_77_1_07_04_01_13_3_2653w_20201202_24.jpg,4032,1908,graymold,1121,408,2245,1414
V006_77_1_07_04_01_13_3_2653w_20201209_27.jpg,4032,1908,graymold,1244,345,2701,1532
V006_77_1_07_04_01_13_3_2653w_20201209_29.jpg,4032,1908,graymold,1299,491,2210,1242
V006_77_1_07_04_01_13_3_2653w_20201214_45.jpg,4032,1908,graymold,1533,721,2250,1310
V006_77_1_07_04_01_13_3_2653w_20201214_50.jpg,4032,1908,graymold,1527,705,2522,1752
V006_77_1_07_04_01_13_3_2653w_20201214_56.jpg,4032,1908,graymold,1796,613,2629,1251
V006_77_1_07_04_01_13_3_2653w_20201216_47.jpg,4032,1908,graymold,1890,487,2363,1384
V006_77_1_07_04_01_13_3_2653w_20201216_60.jpg,4032,1908,graymold,1367,661,2241,1447
V006_77_1_07_04_01_13_3_2653w_20210105_57.jpg,4032,1908,graymold,1914,396,2651,1235
V006_77_1_07_04_01_13_3_3108w_20201118_1.jpg,4032,1908,graymold,1846,539,2338,1153
V006_77_1_07_04_01_13_3_3108w_20201126_11.jpg,2064,1548,graymold,710,576,1208,974
V006_77_1_07_04_01_13_3_3108w_20201126_13.jpg,4032,1908,graymold,1567,831,2547,1528
V006_77_1_07_04_01_13_3_3108w_20201202_19.jpg,2064,1548,graymold,1034,664,1446,1016
V006_77_1_07_04_01_13_3_3108w_20201202_20.jpg,4032,1908,graymold,1395,819,1901,1368
V006_77_1_07_04_01_13_3_3108w_20201202_24.jpg,4032,1908,graymold,1338,143,2404,1299
V006_77_1_07_04_01_13_3_3108w_20201209_26.jpg,4032,1908,graymold,1804,890,2598,1548
V006_77_1_07_04_01_13_3_3108w_20201210_36.jpg,4032,1908,graymold,1738,668,2378,1256
V006_77_1_07_04_01_13_3_3108w_20201210_37.jpg,4032,1908,graymold,2118,703,3136,1705
V006_77_1_07_04_01_13_3_3108w_20201216_55.jpg,4032,1908,graymold,1910,737,2576,1337
V006_77_1_07_04_01_13_3_3108w_20201223_46.jpg,4032,1908,graymold,1261,696,2364,1505
V006_77_1_07_04_01_13_3_3248b_20201126_13.jpg,4032,3024,graymold,1296,880,2812,2708
V006_77_1_07_04_01_13_3_3248b_20201126_15.jpg,4032,3024,graymold,1476,1304,2820,2452
V006_77_1_07_04_01_13_3_3248b_20201126_16.jpg,4032,3024,graymold,1860,1236,2932,2152
V006_77_1_07_04_01_13_3_3248b_20201202_17.jpg,2064,1548,graymold,939,612,1306,959
V006_77_1_07_04_01_13_3_3248b_20201209_27.jpg,2064,1548,graymold,1214,750,1661,1072
V006_77_1_07_04_01_13_3_3248b_20201209_29.jpg,4032,3024,graymold,988,700,2372,2200
V006_77_1_07_04_01_13_3_3248b_20201209_35.jpg,2064,1548,graymold,1093,640,1392,870
