filename,width,height,class,xmin,ymin,xmax,ymax
V006_77_1_09_05_02_12_2_0177e_20201022_14.jpeg,3024,3024,sclerotinia_rot,620,1404,1629,3020
V006_77_1_09_05_03_12_1_0149e_20201021_50.jpg,3024,3024,sclerotinia_rot,518,1056,2544,2488
V006_77_1_09_05_03_12_1_0149e_20201026_7.jpeg,4032,3024,sclerotinia_rot,1771,1191,3094,1904
V006_77_1_09_05_03_12_1_0149e_20201026_8.jpeg,4032,3024,sclerotinia_rot,1253,2324,1914,3024
V006_77_1_09_05_03_12_1_0149e_20201026_9.jpeg,4032,3024,sclerotinia_rot,1243,0,3582,2886
V006_77_1_09_05_03_12_1_0149e_20201026_11.jpeg,4032,3024,sclerotinia_rot,1426,0,4032,1899
V006_77_1_09_05_03_12_1_0149e_20201026_18.jpeg,4032,3024,sclerotinia_rot,2811,1165,4032,2434
V006_77_1_09_05_03_12_1_0149e_20201028_4.jpeg,4032,3024,sclerotinia_rot,2442,1529,4032,2800
V006_77_1_09_05_03_12_1_0149e_20201118_5.jpeg,4032,3024,sclerotinia_rot,966,1080,4032,2592
V006_77_1_09_05_03_12_1_0177e_20201014_38.jpg,4032,3024,downy_mildew,1240,284,3096,2508
V006_77_1_09_05_03_12_1_0177e_20201014_75.jpg,4032,3024,downy_mildew,1682,1536,1950,1844
V006_77_1_09_05_03_12_1_0177e_20201022_1.jpeg,3024,3024,sclerotinia_rot,16,152,3020,2744
V006_77_1_09_05_03_12_1_0177e_20201022_3.jpeg,3024,3024,downy_mildew,1563,997,3023,2092
V006_77_1_09_05_03_12_1_0177e_20201023_1.jpeg,3024,3024,downy_mildew,604,0,3016,2613
V006_77_1_09_05_03_12_1_0177e_20201023_2.jpeg,3024,3024,downy_mildew,931,57,2631,1784
V006_77_1_09_05_03_12_1_0177e_20201023_29.jpeg,3024,3024,sclerotinia_rot,350,355,2677,2481
V006_77_1_09_05_03_12_1_0177e_20201023_39.jpeg,3024,3024,downy_mildew,884,634,2821,2253
V006_77_1_09_05_03_12_1_0177e_20201023_40.jpeg,3024,3024,downy_mildew,389,420,2550,2446
V006_77_1_09_05_03_12_1_0177e_20201030_2.jpeg,3024,3024,sclerotinia_rot,981,626,2670,1893
V006_77_1_09_05_03_12_1_0177e_20201105_17.jpeg,3456,3456,sclerotinia_rot,0,476,3440,3446
V006_77_1_09_05_03_12_1_0177e_20201119_3.jpeg,3024,3024,downy_mildew,2,0,3022,1880
V006_77_1_09_05_03_12_1_0177e_20201119_4.jpeg,3024,3024,downy_mildew,0,0,3024,1958
V006_77_1_09_05_03_12_1_0177e_20201119_10.jpeg,3024,3024,downy_mildew,259,5,2475,2045
V006_77_1_09_05_03_12_1_0177e_20201119_11.jpeg,3024,3024,downy_mildew,0,375,2890,2745
V006_77_1_09_05_03_12_1_0177e_20201119_13.jpeg,3024,3024,downy_mildew,374,287,2784,3024
V006_77_1_09_05_03_12_1_0177e_20201119_15.jpeg,3024,3024,downy_mildew,0,349,3016,2649
V006_77_1_09_05_03_12_1_0177e_20201119_16.jpeg,3024,3024,downy_mildew,6,1099,2286,2749
V006_77_1_09_05_03_12_1_0177e_20201119_18.jpeg,3024,3024,downy_mildew,0,235,2778,3024
V006_77_1_09_05_03_12_1_0177e_20201119_19.jpeg,3024,3024,downy_mildew,0,0,2630,2407
V006_77_1_09_05_03_12_1_0177e_20201119_23.jpeg,3024,3024,downy_mildew,384,0,2454,2250
V006_77_1_09_05_03_12_1_0177e_20201119_24.jpeg,3024,3024,downy_mildew,1080,20,3024,2532
V006_77_1_09_05_03_12_1_0177e_20201119_30.jpeg,3024,3024,sclerotinia_rot,1140,0,3024,2032
V006_77_1_09_05_03_12_1_0177e_20201120_8.jpeg,3024,3024,downy_mildew,9,24,2342,2430
