filename,width,height,class,xmin,ymin,xmax,ymax
V006_77_0_00_04_01_13_0_b02_20201203_0000_S01_1.jpg,3024,4032,harvest,1003,1167,2255,2575
V006_77_0_00_04_01_13_0_b02_20201203_0001_S01_1.jpg,3024,4032,fruitseason,600,1087,1628,2344
V006_77_0_00_04_01_13_0_b02_20201203_0002_S01_1.jpg,3024,4032,harvest,1003,1217,2503,3037
V006_77_0_00_04_01_13_0_b02_20201203_0003_S01_1.jpg,3024,4032,fruitseason,662,1252,2129,3220
V006_77_0_00_04_01_13_0_b02_20201203_0004_S01_1.jpg,3024,4032,harvest,370,884,1994,2879
V006_77_0_00_04_01_13_0_b02_20201203_0005_S01_1.jpg,3024,4032,harvest,739,1184,2176,2922
V006_77_0_00_04_01_13_0_b02_20201203_0006_S01_1.jpg,3024,4032,fruitseason,1004,1318,2276,3030
V006_77_0_00_04_01_13_0_b02_20201203_0007_S01_1.jpg,3024,4032,harvest,1031,1271,2425,3014
V006_77_0_00_04_01_13_0_b02_20201203_0008_S01_1.jpg,3024,4032,harvest,811,1132,2351,3032
V006_77_0_00_04_01_13_0_b02_20201203_0009_S01_1.jpg,3024,4032,harvest,643,1392,2052,3124
V006_77_0_00_04_01_13_0_b02_20201203_0010_S01_1.jpg,3024,4032,fruitseason,741,1131,2122,2912
V006_77_0_00_04_01_13_0_b02_20201203_0011_S01_1.jpg,3024,4032,harvest,966,1146,2794,3121
V006_77_0_00_04_01_13_0_b02_20201203_0012_S01_1.jpg,3024,4032,harvest,1026,962,2555,2920
V006_77_0_00_04_01_13_0_b02_20201203_0013_S01_1.jpg,3024,4032,harvest,848,1070,2479,3015
V006_77_0_00_04_01_13_0_b02_20201203_0014_S01_1.jpg,3024,4032,harvest,702,1496,2354,3367
V006_77_0_00_04_01_13_0_b02_20201203_0015_S01_1.jpg,3024,4032,harvest,870,1950,1989,3405
V006_77_0_00_04_01_13_0_b02_20201203_0016_S01_1.jpg,3024,4032,fruitseason,500,1062,1785,2851
V006_77_0_00_04_01_13_0_b02_20201203_0017_S01_1.jpg,3024,4032,fruitseason,767,905,2468,3059
V006_77_0_00_04_01_13_0_b02_20201203_0018_S01_1.jpg,3024,4032,fruitseason,1053,1305,2452,3075
V006_77_0_00_04_01_13_0_b02_20201203_0019_S01_1.jpg,3024,4032,fruitseason,749,787,2337,2830
V006_77_0_00_04_01_13_0_b02_20201203_0020_S01_1.jpg,3024,4032,harvest,857,590,2356,2802
V006_77_0_00_04_01_13_0_b02_20201203_0021_S01_1.jpg,3024,4032,fruitseason,1217,1120,2703,2830
V006_77_0_00_04_01_13_0_b02_20201203_0022_S01_1.jpg,3024,4032,harvest,646,470,2274,2826
V006_77_0_00_04_01_13_0_b02_20201203_0023_S01_1.jpg,3024,4032,harvest,196,1121,2112,3214
V006_77_0_00_04_01_13_0_b02_20201203_0024_S01_1.jpg,3024,4032,harvest,435,1162,2225,3387
