filename,width,height,class,xmin,ymin,xmax,ymax
V006_77_0_00_05_03_11_0_b04_20201119_0000_S01_1.jpg,4032,3024,leaf,2034,1153,2436,1667
V006_77_0_00_05_03_11_0_b04_20201119_0001_S01_1.jpg,4032,3024,leaf,1513,676,2325,1682
V006_77_0_00_05_03_11_0_b04_20201119_0002_S01_1.jpg,4032,3024,leaf,1272,1220,2229,2095
V006_77_0_00_05_03_11_0_b04_20201119_0003_S01_1.jpg,4032,3024,leaf,1244,1326,2136,1946
V006_77_0_00_05_03_11_0_b04_20201119_0004_S01_1.jpg,4032,3024,leaf,1723,1388,2514,1903
V006_77_0_00_05_03_11_0_b04_20201119_0005_S01_1.jpg,4032,3024,leaf,1552,1130,2372,1978
V006_77_0_00_05_03_11_0_b04_20201119_0006_S01_1.jpg,4032,3024,leaf,1200,681,1816,1333
V006_77_0_00_05_03_11_0_b04_20201119_0007_S01_1.jpg,4032,3024,leaf,1438,1142,2442,2296
V006_77_0_00_05_03_11_0_b04_20201119_0008_S01_1.jpg,4032,3024,leaf,2291,1913,3665,2987
V006_77_0_00_05_03_11_0_b04_20201119_0009_S01_1.jpg,4032,3024,leaf,1636,976,2519,1977
V006_77_0_00_05_03_11_0_b04_20201119_0010_S01_1.jpg,4032,3024,leaf,1269,1119,2692,2038
V006_77_0_00_05_03_11_0_b04_20201119_0011_S01_1.jpg,4032,3024,leaf,2269,1515,2991,2267
V006_77_0_00_05_03_11_0_b04_20201119_0012_S01_1.jpg,4032,3024,leaf,1643,783,2504,2060
V006_77_0_00_05_03_11_0_b04_20201119_0013_S01_1.jpg,4032,3024,leaf,1307,1102,2470,2065
V006_77_0_00_05_03_11_0_b04_20201119_0014_S01_1.jpg,4032,3024,leaf,480,170,1790,980
V006_77_0_00_05_03_11_0_b04_20201119_0015_S01_1.jpg,4032,3024,leaf,1449,970,2422,2213
V006_77_0_00_05_03_11_0_b04_20201119_0016_S01_1.jpg,4032,3024,leaf,1610,1144,2258,1765
V006_77_0_00_05_03_11_0_b04_20201119_0017_S01_1.jpg,4032,3024,leaf,2598,1017,4025,2011
V006_77_0_00_05_03_11_0_b04_20201119_0018_S01_1.jpg,4032,3024,leaf,1616,1172,2522,2041
V006_77_0_00_05_03_11_0_b04_20201119_0019_S01_1.jpg,4032,3024,leaf,879,938,1786,1698
