image,disease,area,grow,points,original,disease-grow
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0000_S01_1.jpg,0,1,5,"[{'xtl': 1003, 'ytl': 1167, 'xbr': 2255, 'ybr': 2575}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0002_S01_1.jpg,0,1,5,"[{'xtl': 1003, 'ytl': 1217, 'xbr': 2503, 'ybr': 3037}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0004_S01_1.jpg,0,1,5,"[{'xtl': 370, 'ytl': 884, 'xbr': 1994, 'ybr': 2879}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0005_S01_1.jpg,0,1,5,"[{'xtl': 739, 'ytl': 1184, 'xbr': 2176, 'ybr': 2922}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0007_S01_1.jpg,0,1,5,"[{'xtl': 1031, 'ytl': 1271, 'xbr': 2425, 'ybr': 3014}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0008_S01_1.jpg,0,1,5,"[{'xtl': 811, 'ytl': 1132, 'xbr': 2351, 'ybr': 3032}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0009_S01_1.jpg,0,1,5,"[{'xtl': 643, 'ytl': 1392, 'xbr': 2052, 'ybr': 3124}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0011_S01_1.jpg,0,1,5,"[{'xtl': 966, 'ytl': 1146, 'xbr': 2794, 'ybr': 3121}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0012_S01_1.jpg,0,1,5,"[{'xtl': 1026, 'ytl': 962, 'xbr': 2555, 'ybr': 2920}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0013_S01_1.jpg,0,1,5,"[{'xtl': 848, 'ytl': 1070, 'xbr': 2479, 'ybr': 3015}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0014_S01_1.jpg,0,1,5,"[{'xtl': 702, 'ytl': 1496, 'xbr': 2354, 'ybr': 3367}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0015_S01_1.jpg,0,1,5,"[{'xtl': 870, 'ytl': 1950, 'xbr': 1989, 'ybr': 3405}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0020_S01_1.jpg,0,1,5,"[{'xtl': 857, 'ytl': 590, 'xbr': 2356, 'ybr': 2802}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0022_S01_1.jpg,0,1,5,"[{'xtl': 646, 'ytl': 470, 'xbr': 2274, 'ybr': 2826}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0023_S01_1.jpg,0,1,5,"[{'xtl': 196, 'ytl': 1121, 'xbr': 2112, 'ybr': 3214}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0024_S01_1.jpg,0,1,5,"[{'xtl': 435, 'ytl': 1162, 'xbr': 2225, 'ybr': 3387}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0030_S01_1.jpg,0,1,5,"[{'xtl': 676, 'ytl': 1227, 'xbr': 2297, 'ybr': 3160}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0033_S01_1.jpg,0,1,5,"[{'xtl': 545, 'ytl': 1219, 'xbr': 2019, 'ybr': 3037}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0034_S01_1.jpg,0,1,5,"[{'xtl': 492, 'ytl': 865, 'xbr': 2253, 'ybr': 2996}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0037_S01_1.jpg,0,1,5,"[{'xtl': 994, 'ytl': 794, 'xbr': 2874, 'ybr': 3203}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0038_S01_1.jpg,0,1,5,"[{'xtl': 444, 'ytl': 1051, 'xbr': 2075, 'ybr': 3182}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0039_S01_1.jpg,0,1,5,"[{'xtl': 540, 'ytl': 1098, 'xbr': 2125, 'ybr': 3165}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0040_S01_1.jpg,0,1,5,"[{'xtl': 1172, 'ytl': 1372, 'xbr': 2588, 'ybr': 2980}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0043_S01_1.jpg,0,1,5,"[{'xtl': 510, 'ytl': 1115, 'xbr': 2134, 'ybr': 3241}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0044_S01_1.jpg,0,1,5,"[{'xtl': 515, 'ytl': 1188, 'xbr': 1978, 'ybr': 3055}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0046_S01_1.jpg,0,1,5,"[{'xtl': 784, 'ytl': 1255, 'xbr': 2251, 'ybr': 2823}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0048_S01_1.jpg,0,1,5,"[{'xtl': 969, 'ytl': 1067, 'xbr': 2615, 'ybr': 3180}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0049_S01_1.jpg,0,1,5,"[{'xtl': 453, 'ytl': 1214, 'xbr': 2327, 'ybr': 3349}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0050_S01_1.jpg,0,1,5,"[{'xtl': 219, 'ytl': 1097, 'xbr': 1793, 'ybr': 2913}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0051_S01_1.jpg,0,1,5,"[{'xtl': 395, 'ytl': 724, 'xbr': 1729, 'ybr': 2443}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0053_S01_1.jpg,0,1,5,"[{'xtl': 436, 'ytl': 930, 'xbr': 2322, 'ybr': 3233}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0054_S01_1.jpg,0,1,5,"[{'xtl': 758, 'ytl': 848, 'xbr': 2689, 'ybr': 3342}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0055_S01_1.jpg,0,1,5,"[{'xtl': 966, 'ytl': 638, 'xbr': 2858, 'ybr': 2868}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0056_S01_1.jpg,0,1,5,"[{'xtl': 641, 'ytl': 866, 'xbr': 2623, 'ybr': 2900}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0057_S01_1.jpg,0,1,5,"[{'xtl': 930, 'ytl': 949, 'xbr': 2563, 'ybr': 3010}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0059_S01_1.jpg,0,1,5,"[{'xtl': 524, 'ytl': 1120, 'xbr': 2166, 'ybr': 2949}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0061_S01_1.jpg,0,1,5,"[{'xtl': 444, 'ytl': 882, 'xbr': 2196, 'ybr': 2968}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0066_S01_1.jpg,0,1,5,"[{'xtl': 529, 'ytl': 1064, 'xbr': 2026, 'ybr': 2759}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0068_S01_1.jpg,0,1,5,"[{'xtl': 517, 'ytl': 1275, 'xbr': 2363, 'ybr': 3327}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0069_S01_1.jpg,0,1,5,"[{'xtl': 996, 'ytl': 876, 'xbr': 2624, 'ybr': 2686}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0070_S01_1.jpg,0,1,5,"[{'xtl': 936, 'ytl': 1019, 'xbr': 2327, 'ybr': 2805}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0072_S01_1.jpg,0,1,5,"[{'xtl': 1128, 'ytl': 924, 'xbr': 2526, 'ybr': 2542}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0073_S01_1.jpg,0,1,5,"[{'xtl': 615, 'ytl': 1174, 'xbr': 2334, 'ybr': 3037}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0074_S01_1.jpg,0,1,5,"[{'xtl': 758, 'ytl': 1119, 'xbr': 2371, 'ybr': 3076}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0075_S01_1.jpg,0,1,5,"[{'xtl': 884, 'ytl': 638, 'xbr': 2384, 'ybr': 2675}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0076_S01_1.jpg,0,1,5,"[{'xtl': 933, 'ytl': 674, 'xbr': 2662, 'ybr': 2629}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0077_S01_1.jpg,0,1,5,"[{'xtl': 251, 'ytl': 735, 'xbr': 2338, 'ybr': 3167}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0078_S01_1.jpg,0,1,5,"[{'xtl': 853, 'ytl': 1014, 'xbr': 2233, 'ybr': 2754}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0080_S01_1.jpg,0,1,5,"[{'xtl': 263, 'ytl': 392, 'xbr': 1882, 'ybr': 2388}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0083_S01_1.jpg,0,1,5,"[{'xtl': 804, 'ytl': 1042, 'xbr': 2419, 'ybr': 2911}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0087_S01_1.jpg,0,1,5,"[{'xtl': 1031, 'ytl': 820, 'xbr': 2423, 'ybr': 2621}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0088_S01_1.jpg,0,1,5,"[{'xtl': 827, 'ytl': 823, 'xbr': 2313, 'ybr': 2898}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0090_S01_1.jpg,0,1,5,"[{'xtl': 898, 'ytl': 825, 'xbr': 2449, 'ybr': 2715}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0091_S01_1.jpg,0,1,5,"[{'xtl': 874, 'ytl': 1142, 'xbr': 2206, 'ybr': 2661}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0095_S01_1.jpg,0,1,5,"[{'xtl': 710, 'ytl': 957, 'xbr': 2252, 'ybr': 2840}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0096_S01_1.jpg,0,1,5,"[{'xtl': 823, 'ytl': 959, 'xbr': 2356, 'ybr': 2528}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0097_S01_1.jpg,0,1,5,"[{'xtl': 688, 'ytl': 513, 'xbr': 2534, 'ybr': 2568}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0101_S01_1.jpg,0,1,5,"[{'xtl': 813, 'ytl': 1494, 'xbr': 2046, 'ybr': 3097}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0102_S01_1.jpg,0,1,5,"[{'xtl': 491, 'ytl': 1302, 'xbr': 2437, 'ybr': 3144}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0103_S01_1.jpg,0,1,5,"[{'xtl': 810, 'ytl': 948, 'xbr': 2359, 'ybr': 2852}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0105_S01_1.jpg,0,1,5,"[{'xtl': 492, 'ytl': 1128, 'xbr': 2331, 'ybr': 3450}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0106_S01_1.jpg,0,1,5,"[{'xtl': 728, 'ytl': 1360, 'xbr': 1946, 'ybr': 2930}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0111_S01_1.jpg,0,1,5,"[{'xtl': 839, 'ytl': 836, 'xbr': 2198, 'ybr': 2590}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0113_S01_1.jpg,0,1,5,"[{'xtl': 771, 'ytl': 926, 'xbr': 2431, 'ybr': 2692}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0115_S01_1.jpg,0,1,5,"[{'xtl': 1069, 'ytl': 1575, 'xbr': 2328, 'ybr': 2879}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0117_S01_1.jpg,0,1,5,"[{'xtl': 710, 'ytl': 1412, 'xbr': 2368, 'ybr': 3467}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0119_S01_1.jpg,0,1,5,"[{'xtl': 546, 'ytl': 1125, 'xbr': 2465, 'ybr': 3415}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0120_S01_1.jpg,0,1,5,"[{'xtl': 583, 'ytl': 895, 'xbr': 2363, 'ybr': 2972}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0122_S01_1.jpg,0,1,5,"[{'xtl': 686, 'ytl': 763, 'xbr': 2653, 'ybr': 3006}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0123_S01_1.jpg,0,1,5,"[{'xtl': 835, 'ytl': 1186, 'xbr': 2277, 'ybr': 2964}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0125_S01_1.jpg,0,1,5,"[{'xtl': 715, 'ytl': 1351, 'xbr': 2395, 'ybr': 3285}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0126_S01_1.jpg,0,1,5,"[{'xtl': 785, 'ytl': 1205, 'xbr': 2141, 'ybr': 2874}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0129_S01_1.jpg,0,1,5,"[{'xtl': 691, 'ytl': 504, 'xbr': 2371, 'ybr': 2770}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0130_S01_1.jpg,0,1,5,"[{'xtl': 369, 'ytl': 494, 'xbr': 2421, 'ybr': 2742}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0133_S01_1.jpg,0,1,5,"[{'xtl': 993, 'ytl': 1041, 'xbr': 2260, 'ybr': 2623}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0134_S01_1.jpg,0,1,5,"[{'xtl': 1011, 'ytl': 1035, 'xbr': 2357, 'ybr': 2727}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0138_S01_1.jpg,0,1,5,"[{'xtl': 922, 'ytl': 1126, 'xbr': 2407, 'ybr': 2834}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0140_S01_1.jpg,0,1,5,"[{'xtl': 912, 'ytl': 1014, 'xbr': 2420, 'ybr': 2755}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0145_S01_1.jpg,0,1,5,"[{'xtl': 745, 'ytl': 1126, 'xbr': 2051, 'ybr': 2799}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0146_S01_1.jpg,0,1,5,"[{'xtl': 1064, 'ytl': 967, 'xbr': 2863, 'ybr': 3024}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0147_S01_1.jpg,0,1,5,"[{'xtl': 872, 'ytl': 1036, 'xbr': 2382, 'ybr': 2953}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0149_S01_1.jpg,0,1,5,"[{'xtl': 768, 'ytl': 882, 'xbr': 2169, 'ybr': 2737}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0150_S01_1.jpg,0,1,5,"[{'xtl': 832, 'ytl': 1672, 'xbr': 2128, 'ybr': 3240}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0155_S01_1.jpg,0,1,5,"[{'xtl': 471, 'ytl': 1101, 'xbr': 2167, 'ybr': 3152}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0160_S01_1.jpg,0,1,5,"[{'xtl': 849, 'ytl': 1068, 'xbr': 2349, 'ybr': 2952}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0166_S01_1.jpg,0,1,5,"[{'xtl': 648, 'ytl': 1522, 'xbr': 2049, 'ybr': 3123}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0167_S01_1.jpg,0,1,5,"[{'xtl': 895, 'ytl': 1234, 'xbr': 2016, 'ybr': 2595}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0169_S01_1.jpg,0,1,5,"[{'xtl': 1212, 'ytl': 1531, 'xbr': 2596, 'ybr': 3112}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0174_S01_1.jpg,0,1,5,"[{'xtl': 622, 'ytl': 861, 'xbr': 2126, 'ybr': 2743}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0175_S01_1.jpg,0,1,5,"[{'xtl': 611, 'ytl': 641, 'xbr': 2285, 'ybr': 2813}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0177_S01_1.jpg,0,1,5,"[{'xtl': 702, 'ytl': 1021, 'xbr': 2506, 'ybr': 2943}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0181_S01_1.jpg,0,1,5,"[{'xtl': 561, 'ytl': 1381, 'xbr': 2115, 'ybr': 2912}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0184_S01_1.jpg,0,1,5,"[{'xtl': 611, 'ytl': 851, 'xbr': 2595, 'ybr': 3033}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0186_S01_1.jpg,0,1,5,"[{'xtl': 852, 'ytl': 1241, 'xbr': 2346, 'ybr': 3162}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0192_S01_1.jpg,0,1,5,"[{'xtl': 973, 'ytl': 1081, 'xbr': 2447, 'ybr': 2813}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0199_S01_1.jpg,0,1,5,"[{'xtl': 842, 'ytl': 1371, 'xbr': 2256, 'ybr': 2872}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0204_S01_1.jpg,0,1,5,"[{'xtl': 1002, 'ytl': 1171, 'xbr': 2927, 'ybr': 3042}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b02_20201203_0209_S01_1.jpg,0,1,5,"[{'xtl': 912, 'ytl': 1311, 'xbr': 2436, 'ybr': 3032}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0001_S01_1.jpg,0,1,5,"[{'xtl': 522, 'ytl': 1721, 'xbr': 1446, 'ybr': 2892}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0004_S01_1.jpg,0,1,5,"[{'xtl': 682, 'ytl': 1911, 'xbr': 1576, 'ybr': 2892}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0005_S01_1.jpg,0,1,5,"[{'xtl': 622, 'ytl': 1631, 'xbr': 1646, 'ybr': 2972}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0006_S01_1.jpg,0,1,5,"[{'xtl': 923, 'ytl': 1802, 'xbr': 1817, 'ybr': 2877}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0009_S01_1.jpg,0,1,5,"[{'xtl': 495, 'ytl': 1935, 'xbr': 1596, 'ybr': 2922}]",,0-5
